quantity,z,n_sims,in_flat_window,R_mean,R_std_across_sims,frac_spread,lin_intercept,lin_slope_Ap,lin_resid_rms,lin_frac_spread,fractional_improvement
omega_DLA,2.6,3,1,1.102748900214398,0.029418876677151977,0.026677765601427775,1.1027489002143982,25064346.370165564,0.021485455148876783,0.019483542576827374,0.2696711235897271
omega_DLA,2.8,3,1,1.0776821918468011,0.018427956161322534,0.017099620185560396,1.0776821918468014,-28080325.404615223,0.009033607524001383,0.008382441124428977,0.5097878763700585
omega_DLA,3.0,3,1,1.0588986642750962,0.015989862822720278,0.015100465570675419,1.0588986642750964,-13460401.637151139,0.011712444588174558,0.011060968328062531,0.26750812574000704
omega_DLA,3.2,3,1,1.046383818639151,0.014552155949695268,0.013907091920267574,1.046383818639151,24785773.91811215,0.005326475960157714,0.005090365375761385,0.633973414072074
omega_DLA,3.4,3,1,1.054048601441054,0.02888702500648279,0.027405780878594764,1.0540486014410542,-55017834.78215586,0.0006994952929624829,0.0006636271724151622,0.9757851390786866
omega_DLA,3.6,3,1,1.0633917500717955,0.0341898557795927,0.03215170305513876,1.0633917500717955,-30336551.731466345,0.02470442857450267,0.02323172863889036,0.2774339636364218
omega_DLA,3.8,3,1,1.061008966062518,0.02345135847334446,0.022102884352027834,1.061008966062518,-34727923.023334965,0.012049501414835297,0.011356644288833751,0.4861917518112593
omega_DLA,4.0,3,1,1.0739049676121495,0.025450514039691674,0.0236990374448881,1.0739049676121495,-47101162.58949422,0.00494465631933523,0.004604370468952926,0.8057148742998382
omega_DLA,4.2,3,1,1.0827152915350509,0.02729715541676801,0.025211757541603277,1.082715291535051,-51805870.286160745,0.001985520760055475,0.001833834596757607,0.9272627228097249
omega_DLA,4.4,3,1,1.0711668193338617,0.025322759579145985,0.023640350991168423,1.0711668193338615,-47946867.65877208,0.002316301542855816,0.0021624097209212286,0.9085288656784722
omega_DLA,4.6,3,1,1.0834520839678812,0.038298381811905986,0.03534847768407757,1.0834520839678814,-72964646.12799525,0.0005184377151509682,0.0004785054390705637,0.9864631952938074
omega_DLA,4.8,3,0,1.0883316520438207,0.030489520633463208,0.028014916754654468,1.0883316520438209,-57884810.34092528,0.002118147117828955,0.0019462331301779226,0.9305286841570011
omega_DLA,5.0,3,0,1.1090060447480152,0.047095091210619965,0.04246603653212797,1.1090060447480155,-89550475.0556219,0.0024723142031137135,0.0022293063368067256,0.9475037814013999
omega_DLA,5.2,3,0,1.102728701635382,0.051966828558502244,0.04712566969684726,1.1027287016353822,-97433420.72317043,0.007562533268543008,0.006858017985137713,0.8544738349766832
omega_DLA,5.4,3,0,1.1258405405553253,0.054789738320487225,0.04866562923152684,1.1258405405553256,-101903073.814664,0.009721130417466488,0.008634553533372943,0.8225738849015178
